Date,Close,Predictions
2019-02-21,190.6499938964844,189.09068
2019-02-22,189.25,189.16762
2019-02-25,191.1000061035156,189.45526
2019-02-26,191.6499938964844,189.99892
2019-02-27,192.6999969482422,190.69995
2019-02-28,193.6999969482422,191.52724
2019-03-01,197.3000030517578,192.44687
2019-03-05,197.5500030517578,193.63055
2019-03-06,197.9499969482422,194.90468
2019-03-07,196.6000061035156,196.17397
2019-03-08,193.1999969482422,197.24248
2019-03-11,202.5,197.84862
2019-03-12,204.8999938964844,198.84135
2019-03-13,202.8500061035156,200.16472
2019-03-14,206.1999969482422,201.43997
2019-03-15,203.1999969482422,202.85692
2019-03-18,200.25,204.01706
2019-03-19,203.3000030517578,204.71123
2019-03-20,198.1000061035156,205.30278
2019-03-22,195.75,205.37546
2019-03-25,196.6499938964844,204.95221
2019-03-26,196.0500030517578,204.32324
2019-03-27,196.6000061035156,203.5628
2019-03-28,198.9499969482422,202.82152
2019-04-01,208.1000061035156,202.32712
2019-04-02,211.8999938964844,202.72292
2019-04-03,208.3500061035156,203.92076
2019-04-04,211.3500061035156,205.25473
2019-04-05,211.3000030517578,206.81721
2019-04-08,211.6999969482422,208.39082
2019-04-09,210.25,209.88364
2019-04-10,208.8000030517578,211.0991
2019-04-11,214.6000061035156,211.94067
2019-04-12,215.1499938964844,212.93765
2019-04-15,216.6499938964844,213.98358
2019-04-16,215.6999969482422,215.10092
2019-04-18,208.8500061035156,216.1031
2019-04-22,209.3500061035156,216.42998
2019-04-23,209.6000061035156,216.36797
2019-04-24,208.8999938964844,216.08118
2019-04-25,211.1999969482422,215.62
2019-04-26,213.1999969482422,215.26538
2019-04-30,209.1999969482422,215.15308
2019-05-02,206.3000030517578,214.8873
2019-05-03,204.0,214.33362
2019-05-06,202.6499938964844,213.4689
2019-05-07,199.75,212.37338
2019-05-08,199.4499969482422,210.99304
2019-05-09,198.6000061035156,209.52097
2019-05-10,198.5,208.03485
2019-05-13,199.8500061035156,206.64473
2019-05-14,200.25,205.52185
2019-05-15,199.25,204.67712
2019-05-16,220.8000030517578,203.99228
2019-05-17,235.3999938964844,205.12065
2019-05-20,235.8500061035156,208.38434
2019-05-21,232.5,212.75804
2019-05-22,234.0500030517578,217.24495
2019-05-23,230.3000030517578,221.5924
2019-05-24,234.8999938964844,225.21729
2019-05-27,233.3999938964844,228.48552
2019-05-28,237.3000030517578,231.14731
2019-05-29,234.3500061035156,233.54364
2019-05-30,236.8500061035156,235.34894
2019-05-31,244.0,236.86024
2019-06-03,244.9499969482422,238.63017
2019-06-04,253.4499969482422,240.48083
2019-06-06,252.5,242.91675
2019-06-07,257.0,245.42892
2019-06-10,252.6999969482422,248.16245
2019-06-11,255.3500061035156,250.46507
2019-06-12,255.1499938964844,252.55067
2019-06-13,253.8500061035156,254.31136
2019-06-14,247.0500030517578,255.63173
2019-06-17,245.6999969482422,256.04047
2019-06-18,247.8000030517578,255.76994
2019-06-19,245.3000030517578,255.26556
2019-06-20,255.8500061035156,254.44633
2019-06-21,261.79998779296875,254.34149
2019-06-24,259.95001220703125,255.121
2019-06-25,259.1499938964844,256.22745
2019-06-26,272.6499938964844,257.4
2019-06-27,273.79998779296875,259.60178
2019-06-28,269.70001220703125,262.3101
2019-07-01,271.54998779296875,264.7961
2019-07-02,271.79998779296875,267.11688
2019-07-03,271.6499938964844,269.16318
2019-07-04,269.6499938964844,270.86606
2019-07-05,266.6000061035156,272.06332
2019-07-08,263.54998779296875,272.6182
2019-07-09,263.54998779296875,272.49994
2019-07-10,251.6499938964844,271.98547
2019-07-11,255.9499969482422,270.31302
2019-07-12,257.95001220703125,268.4466
2019-07-15,254.3000030517578,266.73727
2019-07-16,259.54998779296875,264.95935
2019-07-17,257.0,263.71014
2019-07-18,255.1000061035156,262.6591
2019-07-19,248.8500061035156,261.67307
2019-07-22,251.6000061035156,260.31232
2019-07-23,250.3999938964844,259.06323
2019-07-24,249.8999938964844,257.8674
2019-07-25,251.6000061035156,256.76093
2019-07-26,258.3500061035156,255.93057
2019-07-29,256.0,255.86377
2019-07-30,249.6999969482422,256.0656
2019-07-31,251.6000061035156,255.93198
2019-08-01,258.75,255.77412
2019-08-02,265.6000061035156,256.16904
2019-08-05,260.8999938964844,257.39508
2019-08-06,270.54998779296875,258.648
2019-08-07,269.3999938964844,260.61542
2019-08-08,270.8999938964844,262.74353
2019-08-09,265.5,264.93658
2019-08-13,263.6000061035156,266.56146
2019-08-14,267.0,267.5788
2019-08-16,266.8500061035156,268.41748
2019-08-19,268.20001220703125,269.0526
2019-08-20,265.8999938964844,269.62396
2019-08-21,261.45001220703125,269.9234
2019-08-22,258.70001220703125,269.68698
2019-08-23,265.95001220703125,268.93542
2019-08-26,269.04998779296875,268.51028
2019-08-27,266.3999938964844,268.53537
2019-08-28,280.04998779296875,268.61746
2019-08-29,274.54998779296875,269.83606
2019-08-30,278.5,271.1659
2019-09-03,271.20001220703125,272.80927
2019-09-04,267.0,273.91306
2019-09-05,264.45001220703125,274.29156
2019-09-06,262.75,274.00012
2019-09-09,263.79998779296875,273.187
2019-09-11,259.3500061035156,272.20264
2019-09-12,262.29998779296875,270.82755
2019-09-13,259.0,269.57236
2019-09-16,257.5,268.21088
2019-09-17,256.25,266.7845
2019-09-18,259.75,265.33282
2019-09-19,254.4499969482422,264.2591
2019-09-20,267.3500061035156,263.06512
2019-09-23,273.6499938964844,262.93805
2019-09-24,275.0,263.932
2019-09-25,279.45001220703125,265.63608
2019-09-26,279.8999938964844,268.00616
2019-09-27,281.95001220703125,270.62445
2019-09-30,276.0,273.35733
2019-10-01,270.6499938964844,275.45953
2019-10-03,272.75,276.60312
2019-10-04,266.20001220703125,277.25317
2019-10-07,265.70001220703125,277.00818
2019-10-09,269.95001220703125,276.21933
2019-10-10,266.6499938964844,275.49564
2019-10-11,272.04998779296875,274.58585
2019-10-14,275.75,274.08224
2019-10-15,277.75,274.14215
2019-10-16,275.54998779296875,274.69476
2019-10-17,279.45001220703125,275.3274
2019-10-18,282.0,276.28445
2019-10-22,281.75,277.55368
2019-10-23,278.8500061035156,278.88663
2019-10-24,281.1000061035156,279.92358
2019-10-25,279.6000061035156,280.89008
2019-10-27,279.8500061035156,281.60394
2019-10-29,283.3999938964844,282.1334
2019-10-30,291.75,282.79172
2019-10-31,317.0,284.13608
2019-11-01,304.95001220703125,287.81012
2019-11-04,306.6000061035156,291.5476
2019-11-05,300.5,295.23782
2019-11-06,299.8999938964844,298.097
2019-11-07,300.8500061035156,300.19632
2019-11-08,295.20001220703125,301.736
2019-11-11,294.95001220703125,302.34253
2019-11-13,289.5,302.33612
2019-11-14,295.5,301.50912
2019-11-15,297.75,300.75577
2019-11-18,305.29998779296875,300.2554
2019-11-19,302.5,300.5548
2019-11-20,306.79998779296875,301.06073
2019-11-21,301.79998779296875,302.02264
2019-11-22,299.6000061035156,302.75925
2019-11-25,302.1499938964844,303.1461
2019-11-26,299.5,303.5008
2019-11-27,307.3500061035156,303.5751
2019-11-28,318.70001220703125,304.12247
2019-11-29,323.1499938964844,305.8001
2019-12-02,316.79998779296875,308.3509
2019-12-03,314.3999938964844,310.7023
2019-12-04,318.8999938964844,312.58563
2019-12-05,315.6000061035156,314.4077
2019-12-06,313.75,315.74802
2019-12-09,315.45001220703125,316.55365
2019-12-10,312.8500061035156,317.1141
2019-12-11,314.3500061035156,317.2556
2019-12-12,323.54998779296875,317.26624
2019-12-13,328.04998779296875,317.9379
2019-12-16,322.25,319.2802
2019-12-17,325.1499938964844,320.433
2019-12-18,312.3500061035156,321.65176
2019-12-19,313.95001220703125,321.74487
2019-12-20,312.6499938964844,321.34348
2019-12-23,314.8999938964844,320.5458
2019-12-24,315.3500061035156,319.75693
2019-12-26,312.8999938964844,319.05887
2019-12-27,318.45001220703125,318.27072
2019-12-30,321.3999938964844,317.95718
2019-12-31,321.3500061035156,318.16864
2020-01-01,323.8500061035156,318.66803
2020-01-02,323.3500061035156,319.51163
2020-01-03,318.20001220703125,320.44427
2020-01-06,312.1000061035156,320.93896
2020-01-07,314.8999938964844,320.6548
2020-01-08,316.25,320.17456
2020-01-09,328.54998779296875,319.701
2020-01-10,341.3500061035156,320.26785
2020-01-13,352.95001220703125,322.41138
2020-01-14,389.6000061035156,326.2445
2020-01-15,391.4500122070313,333.78464
2020-01-16,384.25,342.93457
2020-01-17,380.2999877929688,351.7227
2020-01-20,383.1499938964844,359.28043
2020-01-21,385.7999877929688,365.71967
2020-01-22,385.0499877929688,371.13953
2020-01-23,393.25,375.40784
2020-01-24,384.6000061035156,379.31592
2020-01-27,382.3999938964844,381.89682
2020-01-28,380.7000122070313,383.34537
2020-01-29,383.4500122070313,383.858
2020-01-30,381.6000061035156,383.99814
2020-01-31,383.3999938964844,383.72046
2020-02-03,378.8500061035156,383.37372
2020-02-04,379.8999938964844,382.61636
2020-02-05,394.6000061035156,381.79074
2020-02-06,392.0499877929688,382.2001
2020-02-07,396.7000122070313,382.9972
2020-02-10,392.2999877929688,384.37604
2020-02-11,390.6000061035156,385.5889
2020-02-12,395.1499938964844,386.4921
2020-02-13,392.5499877929688,387.52002
2020-02-14,396.8999938964844,388.28156
2020-02-17,381.0499877929688,389.20142
2020-02-18,382.0,388.7829
2020-02-19,383.1499938964844,387.79245
2020-02-20,380.5,386.61472
2020-02-24,369.1000061035156,385.18704
2020-02-25,369.0,382.79794
2020-02-26,365.6499938964844,380.09793
2020-02-27,363.2999877929688,377.14413
2020-02-28,346.1499938964844,374.1038
2020-03-02,338.79998779296875,369.8553
2020-03-03,355.29998779296875,364.73276
2020-03-04,349.20001220703125,360.88773
2020-03-05,348.5,357.50574
2020-03-06,344.5,354.6725
2020-03-09,330.1000061035156,352.0786
2020-03-11,327.8500061035156,348.68344
2020-03-12,303.45001220703125,344.97943
2020-03-13,324.25,339.3938
2020-03-16,300.29998779296875,334.9474
2020-03-17,283.8500061035156,329.4574
2020-03-18,267.45001220703125,322.58527
2020-03-19,250.75,314.1711
2020-03-20,264.20001220703125,304.21036
2020-03-23,226.5,295.2126
2020-03-24,249.0500030517578,284.4355
2020-03-25,277.1499938964844,275.34518
2020-03-26,279.04998779296875,270.0888
2020-03-27,284.75,267.66925
2020-03-30,281.3999938964844,267.67642
2020-03-31,294.8500061035156,268.91226
2020-04-01,280.0,271.91333
2020-04-03,267.1499938964844,274.52246
2020-04-07,284.54998779296875,275.7204
2020-04-08,294.3999938964844,277.3977
2020-04-09,309.04998779296875,279.9509
2020-04-13,305.04998779296875,284.0025
2020-04-15,315.6499938964844,288.28775
2020-04-16,324.04998779296875,293.27734
2020-04-17,324.5,298.9463
2020-04-20,324.70001220703125,304.58682
2020-04-21,312.3999938964844,309.78125
2020-04-22,330.1499938964844,313.27747
2020-04-23,329.95001220703125,316.9763
2020-04-24,326.1000061035156,320.38226
2020-04-27,349.3500061035156,323.03012
2020-04-28,342.8999938964844,326.9415
2020-04-29,354.0,330.64444
2020-04-30,351.6000061035156,334.89005
2020-05-04,334.95001220703125,338.85675
2020-05-05,329.5,340.9723
2020-05-06,335.54998779296875,341.43915
2020-05-07,341.29998779296875,341.38144
2020-05-08,348.75,341.4337
2020-05-11,355.0,342.12732
2020-05-12,358.70001220703125,343.62982
2020-05-13,356.3500061035156,345.7766
2020-05-14,362.7999877929688,347.92798
2020-05-15,352.20001220703125,350.4573
2020-05-18,347.1000061035156,352.08627
2020-05-19,358.04998779296875,352.68164
2020-05-20,360.75,353.52936
2020-05-21,360.2999877929688,354.6049
2020-05-22,362.4500122070313,355.68002
2020-05-26,371.9500122070313,356.8508
2020-05-27,368.5499877929688,358.7569
2020-05-28,371.1499938964844,360.60834
2020-05-29,366.8999938964844,362.51846
2020-06-01,362.8500061035156,363.93457
2020-06-02,367.4500122070313,364.62665
2020-06-03,366.6499938964844,365.22717
2020-06-04,381.5,365.619
2020-06-05,379.75,367.09088
2020-06-08,379.4500122070313,368.84836
2020-06-09,384.25,370.63074
2020-06-10,384.6499938964844,372.68375
2020-06-11,375.7999877929688,374.72876
2020-06-12,371.0,375.86102
2020-06-15,370.0,376.01105
2020-06-16,369.0499877929688,375.498
2020-06-17,369.6000061035156,374.5463
2020-06-18,372.1499938964844,373.45532
2020-06-19,377.2999877929688,372.57416
2020-06-22,381.1000061035156,372.3008
2020-06-23,390.8500061035156,372.6987
2020-06-24,383.1000061035156,374.25848
2020-06-25,384.0,375.68265
2020-06-26,385.6499938964844,377.0443
2020-06-29,386.5499877929688,378.38226
2020-06-30,387.4500122070313,379.65582
2020-07-01,384.5,380.85303
2020-07-02,390.7999877929688,381.6524
2020-07-03,396.4500122070313,382.6919
2020-07-06,405.7000122070313,384.2123
2020-07-07,412.7000122070313,386.6306
2020-07-08,432.3999938964844,389.91077
2020-07-09,433.3500061035156,395.04123
2020-07-10,430.1000061035156,400.78946
2020-07-13,424.4500122070313,406.1544
2020-07-14,419.3500061035156,410.38754
2020-07-15,413.0499877929688,413.197
2020-07-16,410.2999877929688,414.42188
2020-07-17,423.0,414.40823
2020-07-20,423.1000061035156,414.72955
2020-07-21,409.4500122070313,415.11926
2020-07-22,407.0,414.37872
2020-07-23,404.3999938964844,412.933
2020-07-24,408.4500122070313,410.976
2020-07-27,408.4500122070313,409.2258
2020-07-28,413.0499877929688,407.7051
2020-07-29,427.7000122070313,406.83212
2020-07-30,424.8999938964844,407.60703
2020-07-31,428.0499877929688,408.95688
2020-08-03,434.1000061035156,410.83575
2020-08-04,449.75,413.35587
2020-08-05,447.6000061035156,417.31125
2020-08-06,484.75,421.482
2020-08-07,518.5999755859375,428.57855
2020-08-10,520.2999877929688,439.34296
2020-08-11,515.9000244140625,451.20483
2020-08-12,517.5499877929688,462.2956
2020-08-13,539.0499877929688,472.1262
2020-08-14,537.5,482.12415
2020-08-17,543.75,490.96295
2020-08-18,545.75,498.87228
2020-08-19,548.2000122070312,505.6208
2020-08-20,549.25,511.26147
2020-08-21,545.7999877929688,515.8005
2020-08-24,545.5499877929688,518.97894
2020-08-25,545.5499877929688,521.08716
2020-08-26,549.1500244140625,522.37024
2020-08-27,544.6500244140625,523.34235
2020-08-28,547.0499877929688,523.6136
2020-08-31,532.3499755859375,523.69305
2020-09-01,548.5,522.3853
2020-09-02,549.8499755859375,521.89014
2020-09-03,578.5,521.8135
2020-09-04,569.0499877929688,524.3531
2020-09-07,545.2999877929688,527.0611
2020-09-08,538.3499755859375,527.77423
2020-09-09,534.75,526.96576
2020-09-10,546.5499877929688,525.10425
2020-09-11,548.4000244140625,523.7977
2020-09-14,546.5,522.93036
2020-09-15,542.3499755859375,522.2168
2020-09-16,542.4000244140625,521.33405
2020-09-17,548.2999877929688,520.4814
2020-09-18,540.5999755859375,520.2068
2020-09-21,507.75,519.58124
2020-09-22,504.3999938964844,516.16583
2020-09-23,493.5499877929688,511.51755
2020-09-24,488.6499938964844,505.65686
2020-09-25,509.7999877929688,499.28793
2020-09-28,517.0,494.96582
2020-09-29,503.25,492.58105
2020-09-30,499.9500122070313,490.3363
2020-10-01,509.1000061035156,488.25943
2020-10-05,503.5499877929688,487.26056
2020-10-06,505.6000061035156,486.4228
2020-10-07,505.0499877929688,485.99344
2020-10-08,488.25,485.77792
2020-10-09,471.25,484.31525
2020-10-12,474.7000122070313,481.0078
2020-10-13,468.9500122070313,477.35504
2020-10-14,489.7999877929688,473.27982
2020-10-15,474.1000061035156,471.1017
2020-10-16,477.1000061035156,468.70828
2020-10-19,475.8500061035156,466.82175
2020-10-20,477.8999938964844,465.26236
2020-10-21,465.2999877929688,464.21942
2020-10-22,466.2000122070313,462.502
2020-10-23,472.7999877929688,460.73825
2020-10-26,476.9500122070313,459.63638
2020-10-27,498.75,459.30585
2020-10-28,492.8500061035156,461.25546
2020-10-29,492.0,463.69028
2020-10-30,492.8500061035156,466.2095
2020-11-02,493.75,468.64554
2020-11-03,489.5,470.88992
2020-11-04,492.75,472.4625
2020-11-05,506.4500122070313,473.8191
2020-11-06,504.2000122070313,476.04364
2020-11-09,509.8500061035156,478.2584
2020-11-10,498.3999938964844,480.78036
2020-11-11,503.4500122070313,482.246
2020-11-12,508.75,483.5079
2020-11-13,513.25,484.9226
2020-11-14,516.1500244140625,486.62283
2020-11-17,518.2999877929688,488.5388
2020-11-18,516.9000244140625,490.5647
2020-11-19,515.5999755859375,492.33798
2020-11-20,519.0499877929688,493.71298
2020-11-23,521.6500244140625,495.03308
2020-11-24,526.8499755859375,496.38028
2020-11-25,514.7999877929688,498.02972
2020-11-26,519.8499755859375,498.64548
2020-11-27,538.0,499.15692
2020-12-01,529.2999877929688,501.01355
2020-12-02,539.25,502.56396
2020-12-03,550.4000244140625,504.7356
2020-12-04,563.5,507.89517
2020-12-07,567.8499755859375,512.32196
2020-12-08,562.75,517.3117
2020-12-09,565.5,521.713
2020-12-10,579.9000244140625,525.6676
2020-12-11,576.4000244140625,530.16724
2020-12-14,577.0,534.10974
2020-12-15,571.2999877929688,537.4681
2020-12-16,583.5999755859375,539.69995
2020-12-17,577.2999877929688,542.1622
2020-12-18,573.5499877929688,543.85114
2020-12-21,562.75,544.7063
2020-12-22,576.0,544.145
2020-12-23,605.2999877929688,544.0337
2020-12-24,601.0,546.43604
2020-12-28,602.4500122070312,549.3526
2020-12-29,598.5999755859375,552.4904
2020-12-30,594.3499755859375,555.1358
2020-12-31,589.9000244140625,556.95306
2021-01-01,601.5,557.8087
2021-01-04,604.0,559.0363
2021-01-05,609.5499877929688,560.41296
2021-01-06,604.9500122070312,562.17505
2021-01-07,600.8499755859375,563.54755
2021-01-08,609.5499877929688,564.294
2021-01-11,629.0,565.3758
2021-01-12,624.2999877929688,568.02795
2021-01-13,620.4000244140625,570.6987
2021-01-14,614.0,572.8881
2021-01-15,602.4000244140625,574.1278
2021-01-18,584.75,573.83844
2021-01-19,582.7000122070312,571.3935
2021-01-20,596.6500244140625,567.97687
2021-01-21,595.25,565.4533
2021-01-22,584.75,563.35614
2021-01-25,573.5999755859375,560.8499
2021-01-27,572.6500244140625,557.5501
2021-01-28,564.5999755859375,554.14215
2021-01-29,559.7999877929688,550.3094
2021-02-01,584.1500244140625,546.26935
2021-02-02,575.3499755859375,544.5286
2021-02-03,580.1500244140625,543.2407
2021-02-04,588.0499877929688,542.8564
2021-02-05,592.5,543.6293
2021-02-08,597.0999755859375,545.2818
2021-02-09,598.7000122070312,547.6314
2021-02-10,600.75,550.25714
2021-02-11,610.3499755859375,552.9632
2021-02-12,607.5,556.24243
2021-02-15,623.0999755859375,559.20123
2021-02-16,628.3499755859375,563.0349
2021-02-17,632.1500244140625,567.2523
2021-02-18,624.0,571.5551
2021-02-19,616.9500122070312,574.7995
2021-02-22,618.2999877929688,576.67395
2021-02-23,627.5,577.79095
2021-02-24,625.9500122070312,579.0958
2021-02-25,628.5,580.131
2021-02-26,609.1500244140625,581.14606
2021-03-01,624.5499877929688,580.4364
2021-03-02,632.3499755859375,580.32007
2021-03-03,636.9000244140625,580.9655
2021-03-04,631.0999755859375,582.2534
2021-03-05,622.6500244140625,583.2596
2021-03-08,616.0499877929688,583.4045
2021-03-09,611.7000122070312,582.61456
2021-03-10,620.9500122070312,581.0844
2021-03-12,615.25,580.0706
2021-03-15,607.6500244140625,578.8431
2021-03-16,610.6500244140625,577.0597
2021-03-17,603.3499755859375,575.4613
2021-03-18,594.9000244140625,573.4668
2021-03-19,600.25,570.8269
2021-03-22,620.5499877929688,568.5968
2021-03-23,634.0999755859375,568.38763
2021-03-24,629.0999755859375,570.2043
2021-03-25,614.8499755859375,572.44824
2021-03-26,628.2999877929688,573.6511
2021-03-30,628.9000244140625,575.4445
2021-03-31,638.9000244140625,577.2761
2021-04-01,650.1500244140625,579.7774
2021-04-05,644.9500122070312,583.21954
2021-04-06,674.5499877929688,586.31384
2021-04-07,665.75,591.41266
2021-04-08,670.7000122070312,596.058
2021-04-09,679.7999877929688,600.5517
2021-04-12,655.5999755859375,605.2072
2021-04-13,663.9500122070312,607.4376
2021-04-15,659.2999877929688,609.10693
2021-04-16,671.2999877929688,609.79144
2021-04-19,664.0999755859375,610.87994
2021-04-20,680.0999755859375,611.3334
2021-04-22,665.5,612.77576
2021-04-23,664.5999755859375,613.23083
2021-04-26,670.2000122070312,613.22516
2021-04-27,673.7000122070312,613.411
2021-04-28,677.1500244140625,613.8792
2021-04-29,671.8499755859375,614.68744
2021-04-30,669.5,615.13617
2021-05-03,677.0999755859375,615.2274
2021-05-04,645.25,615.7468
2021-05-05,649.0499877929688,613.78235
2021-05-06,653.0999755859375,611.35516
2021-05-07,629.0,609.13165
2021-05-10,633.1500244140625,605.2093
2021-05-11,641.5999755859375,601.34924
2021-05-12,640.0499877929688,598.47687
2021-05-14,645.1500244140625,596.1765
2021-05-17,653.2999877929688,594.85205
2021-05-18,653.0,594.79865
2021-05-19,653.2000122070312,595.3459
2021-05-20,644.9000244140625,596.2183
2021-05-21,649.7000122070312,596.529
2021-05-24,640.0999755859375,597.002
2021-05-25,649.9500122070312,596.6773
2021-05-26,641.9000244140625,596.86395
2021-05-27,648.5499877929688,596.53076
2021-05-28,654.9500122070312,596.5893
2021-05-31,663.8499755859375,597.28973
2021-06-01,665.7999877929688,598.92737
2021-06-02,673.5499877929688,600.9881
2021-06-03,680.0,603.708
2021-06-04,686.9500122070312,606.9675
2021-06-07,699.9500122070312,610.7053
2021-06-08,710.4500122070312,615.317
2021-06-09,702.8499755859375,620.64905
2021-06-10,707.7000122070312,625.13385
2021-06-11,715.4000244140625,629.2265
